Xepher,Tatsh,DanceDanceRevolution SuperNOVA,170,Touhou ,,xeph,4 7 10 13 15 0 7 10 13 15
ヒマワリ,RIYU from BeForU,DanceDanceRevolution SuperNOVA,185,,,hima,3 4 7 11 0 0 4 7 13 0
Dragon Blade,Kozo Nakamura,DanceDanceRevolution SuperNOVA,240,,,drab,5 9 10 11 0 0 9 11 11 0
CURUS,D-crew,DanceDanceRevolution SuperNOVA,184-188,,,curu,2 3 7 10 0 0 4 5 12 0
夢幻ノ光,ＴЁЯＲＡ,DanceDanceRevolution SuperNOVA,171,,,muge,4 4 8 11 0 0 4 8 11 0
虹色,DJ YOSHITAKA feat G.S.C license,DanceDanceRevolution SuperNOVA,160,Touhou ,,nizi,3 4 8 11 13 0 4 7 13 13
月光蝶,あさき,DanceDanceRevolution SuperNOVA,218,,,gekk,4 4 7 10 0 0 3 7 11 0
この子の七つのお祝いに,あさき,DanceDanceRevolution SuperNOVA,161,,,kono,3 7 10 14 0 0 7 10 14 0
MOON,dj TAKA feat.Erika,DanceDanceRevolution SuperNOVA,156,,,mooo,3 3 7 10 0 0 1 8 10 0
No.13,TAKA respect for J.S.B.,DanceDanceRevolution SuperNOVA,172,? ,,thir,4 5 9 13 0 0 5 9 12 0
男々道),Des-ROW・組,DanceDanceRevolution SuperNOVA,156-160,,,dand,3 4 7 12 0 0 4 8 10 0
カゲロウ,Des-ROW・組スペシアルr,DanceDanceRevolution SuperNOVA,164,,,kage,3 4 7 9 0 0 4 6 9 0
チカラ,BeForU,DanceDanceRevolution SuperNOVA,185,Touhou ,,tika,4 5 8 11 0 0 4 9 13 0
Under the Sky,南さやか（BeForU）with platoniX,DanceDanceRevolution SuperNOVA,170,,,unde,2 2 5 11 0 0 3 6 8 0
rainbow rainbow,Ryu☆,DanceDanceRevolution SuperNOVA,177,Touhou ,,rara,4 4 7 10 0 0 4 7 11 0
Brazilian Anthem,Berimbau '66,DanceDanceRevolution SuperNOVA,130,,,braz,3 5 8 12 0 0 5 8 10 0
CENTAUR,Jimmy Weckl,DanceDanceRevolution SuperNOVA,140,,,taur,4 6 9 12 0 0 6 9 12 0
TIERRA BUENA,WILMA DE OLIVEIRA,DanceDanceRevolution SuperNOVA,115,,,tier,3 4 8 10 0 0 4 7 11 0
Ska Ska No.3,亜熱帯マジ-SKA爆弾,DanceDanceRevolution SuperNOVA,138,,,sksk,3 3 7 12 0 0 4 8 10 0
怒れる大きな白い馬,Morning Blue Dragon,DanceDanceRevolution SuperNOVA,110-148,,,okor,4 5 8 11 0 0 3 7 11 0
murmur twins,yu_tokiwa.djw,DanceDanceRevolution SuperNOVA,174,,,murm,3 4 8 11 15 0 3 8 11 15
Fly away,ChiyoTia,DanceDanceRevolution SuperNOVA,125,,,flya,3 4 7 11 0 0 3 8 11 0
INNOCENCE OF SILENCE,nc ft NRG Factory,DanceDanceRevolution SuperNOVA,71-142,,,inno,3 5 10 12 0 0 5 9 12 0
My Only Shining Star,NAOKI feat. Becky Lucinda,DanceDanceRevolution SuperNOVA,155,,,myon,3 4 7 9 0 0 3 7 11 0
Flow,Scotty D. revisits U1,DanceDanceRevolution SuperNOVA,140,,,flow,4 5 9 12 0 0 6 9 11 0
rainbow flyer,dj TAKA,DanceDanceRevolution SuperNOVA,148,,,rbow,3 4 6 11 0 0 3 7 11 0
Star Gate Heaven,SySF. feat. Donna Burke,DanceDanceRevolution SuperNOVA,145,,,gate,3 3 7 10 0 0 3 7 11 0
PEACE-OUT,dj nagureo,DanceDanceRevolution SuperNOVA,133,,,peac,2 3 5 7 0 0 4 4 7 0
I'M FOR REAL,SLAKE,DanceDanceRevolution SuperNOVA,140,,,imfo,2 5 8 8 0 0 4 6 7 0
Keep On Liftin',dj nagureo,DanceDanceRevolution SuperNOVA,100,Touhou ,,keon,2 3 6 7 0 0 4 1 7 0
You're Not Here,Heather,DanceDanceRevolution SuperNOVA,70-138,Popular_Songs ,,shur,3 5 8 11 0 0 5 7 11 0
Your Rain (RAGE MIX),Akira Yamaoka feat. Mary Elizabeth McGlynn,DanceDanceRevolution SuperNOVA,84,Popular_Songs ,,rage,1 3 6 9 0 0 3 6 9 0
INSERTiON (Machine Gun Kelly Mix),Thuggie D.,DanceDanceRevolution SuperNOVA,139,,,ins2,2 3 7 8 0 0 7 7 11 0
祭 (J-SUMMER MIX),RE-VENGE,DanceDanceRevolution SuperNOVA,180,,,matj,3 6 8 10 0 0 6 9 12 0
KI・SE・KI (DDR edit),BeForU,DanceDanceRevolution SuperNOVA,155,,,kise,3 5 8 11 0 0 6 5 10 0
Knock Out Regrets,MAKI@TOGO.BAND,DanceDanceRevolution SuperNOVA,180,,,popn,3 5 7 10 12 0 5 8 11 13
BALALAIKA, CARRIED WITH THE WIND,Julie Ann Frost,DanceDanceRevolution SuperNOVA,134,,,bala,2 4 7 9 0 0 4 7 9 0
CENTERFOLD (130BPM move it remix),CAPTAIN JACK,DanceDanceRevolution SuperNOVA,130,Variety ,,fold,3 4 7 10 0 0 3 7 9 0
LONG TRAIN RUNNIN',X-TREME,DanceDanceRevolution SuperNOVA,34-138,Variety ,,long2,4 6 9 12 0 0 5 1 11 0
MODERN GIRL,SHEENA EASTON,DanceDanceRevolution SuperNOVA,120,Variety ,,mgir,3 4 6 9 0 0 2 6 7 0
A LOVE LIKE THIS,PANDORA,DanceDanceRevolution SuperNOVA,127,Variety ,,alov,2 5 8 11 0 0 5 7 11 0
LOVE AT FIRST SIGHT (TwinMasterplan Mix),KYLIE MINOGUE,DanceDanceRevolution SuperNOVA,136,How_To_Play Variety ,,sigh2,3 4 6 11 0 0 4 6 8 0
MR.DABADA (Groove Wonder Remix),CARLOS JEAN,DanceDanceRevolution SuperNOVA,128,Variety ,,daba,3 4 7 10 0 0 5 7 11 0
TOXIC (FT company Edit),HELEN,DanceDanceRevolution SuperNOVA,134,Variety ,,toxi,4 4 7 11 0 0 4 6 11 0
WHAT A WONDERFUL WORLD,BEATBOX vs DJ MIKO,DanceDanceRevolution SuperNOVA,142,Variety ,,waww,2 4 6 11 0 0 5 6 11 0
JERK IT OUT,CAESARS,DanceDanceRevolution SuperNOVA,134,,,jerk,4 6 9 10 0 0 6 9 10 0
HONEY♂PUNCH,小坂りゆ,DanceDanceRevolution SuperNOVA,175,,,punc,3 4 8 10 0 0 4 7 10 0
PEACE(^^)v,BeForU,DanceDanceRevolution SuperNOVA,142,,,eace,2 2 5 7 0 0 3 5 7 0
GOLDEN SKY,SMILE.dk,DanceDanceRevolution SuperNOVA,135,Variety ,,gold,3 4 6 8 0 0 4 5 9 0
Morning Glory,BeForU,DanceDanceRevolution SuperNOVA,160,,,glor,3 4 6 9 0 0 4 5 9 0
GIRL IN A DAYDREAM,PANDORA,DanceDanceRevolution SuperNOVA,126,Variety ,,dayd,3 4 7 9 0 0 4 7 9 0
MONDO STREET,Orange Lounge,DanceDanceRevolution SuperNOVA,180,,,mond,2 6 8 12 0 0 6 8 12 0
Drivin',NAOKI feat. Paula Terry,DanceDanceRevolution SuperNOVA,155,Touhou ,,driv,2 4 7 13 0 0 4 7 13 0
DYNAMITE RAVE (super euro version),NAOKI,DanceDanceRevolution SuperNOVA,150,,,dyna2,3 5 9 11 0 0 5 8 11 0
SURRENDER (YOUR LOVE),JAVINE,DanceDanceRevolution SuperNOVA,103,,,surr,3 4 8 10 0 0 4 7 12 0
Hunting for you,Togo Project feat. Megu & Scotty D.,DanceDanceRevolution SuperNOVA,105,,,hunt,1 3 5 9 0 0 3 6 9 0
DA CAPO,ACE OF BASE,DanceDanceRevolution SuperNOVA,138,Variety ,,daca,3 5 7 10 0 0 5 7 11 0
GIVE ME UP,LH MUSIC CREATION,DanceDanceRevolution SuperNOVA,130,? ,,give,3 5 7 11 0 0 5 7 11 0
DOESN'T REALLY MATTER,JANET JACKSON,DanceDanceRevolution SuperNOVA,99,,,does,1 3 8 10 0 0 2 7 10 0
I'll Make Love To You,LH MUSIC CREATION,DanceDanceRevolution SuperNOVA,50,,,illm,2 7 10 12 0 0 7 10 12 0
FEELS JUST LIKE IT SHOULD,LH MUSIC CREATION,DanceDanceRevolution SuperNOVA,87,,,fjus,3 4 6 10 0 0 4 6 8 0
Baby's Tears,MIKI ROBERTS,DanceDanceRevolution SuperNOVA,180,,,btea,3 3 6 8 0 0 4 7 9 0
WOOKIE WOOKIE,MACHOMAN,DanceDanceRevolution SuperNOVA,137,Variety ,,wowo,3 4 6 11 0 0 4 7 11 0
Brilliant R•E•D,NAOKI feat. Tahirih Walker,DanceDanceRevolution SuperNOVA,150,,,bred,2 3 8 12 0 0 6 9 13 0
Fascination MAXX,100-200-400,DanceDanceRevolution SuperNOVA,100-400,,,fasc,6 11 13 17 18 0 10 13 17 18
cachaca,Mokky de Yah Yah's,DanceDanceRevolution SuperNOVA,128,,,cach,1 3 7 12 0 0 4 9 11 0
Quick Master,act deft,DanceDanceRevolution SuperNOVA,147,Touhou ,,qmas,4 5 8 11 0 0 5 7 10 0
CAN'T STOP FALLIN' IN LOVE -super euro version-,NAOKI with Y&Co.,DanceDanceRevolution SuperNOVA,155,,,stop2,3 4 7 8 0 0 1 5 8 0
SEDUCTION (Vocal Remix),NC feat. NRG Factory,DanceDanceRevolution SuperNOVA,190,,,sedu2,3 6 9 12 0 0 6 8 12 0
CHAOS,DE-SIRE retunes,DanceDanceRevolution SuperNOVA,170,,,chao,6 8 12 14 16 0 9 12 14 15
La Bamba,LH MUSIC CREATION,DanceDanceRevolution SuperNOVA,156,,,lab3,3 5 8 11 0 0 6 8 12 0
TRUE♥LOVE,jun feat. Schanita,DanceDanceRevolution SuperNOVA,188,,,tlov,4 4 8 10 0 0 4 7 10 0
Healing-D-Vision,DE-STRAD,DanceDanceRevolution SuperNOVA,180-360,,,dvis,6 9 12 14 18 0 9 13 15 18
華爛漫 -Flowers-,ＴЁЯＲＡ,DanceDanceRevolution SuperNOVA,160,,,hana,3 5 7 11 0 0 4 7 11 0
Flow (True Style),Scotty D. revisits U1,DanceDanceRevolution SuperNOVA,140-280,,,flow2,4 6 9 12 13 0 6 9 12 14
Fascination ～eternal love mix～,2MB,DanceDanceRevolution SuperNOVA,100-400,,,fasc2,9 11 13 16 18 0 10 13 17 17
BAILA! BAILA!,DANDY MINEIRO,DanceDanceRevolution SuperNOVA,130,,,bail,3 6 9 11 0 0 6 9 11 0
Beautiful Life,ARIA,DanceDanceRevolution SuperNOVA,100,,,beau,1 3 4 11 0 0 2 3 11 0
Fly away -mix del matador-,Shawn the Horny Master feat. ChiyoTia,DanceDanceRevolution SuperNOVA2,130,,,flya2,3 5 9 13 0 0 5 9 13 0
SOUL CRASH,nc ft HARDCORE NATION,DanceDanceRevolution SuperNOVA2,142,,,soul,3 6 9 13 0 0 6 9 12 0
Star Gate Heaven (FUTURE LOVE Mix),SySF. feat. Donna Burke,DanceDanceRevolution SuperNOVA2,147,,,gate2,4 5 9 12 0 0 6 8 13 0
MOONSTER,kobo uniting Marsha & D.,DanceDanceRevolution SuperNOVA2,140,,,moos,4 5 7 12 0 0 4 7 10 0
Flow (Jammin' Ragga Mix),Scotty D. revisits U1,DanceDanceRevolution SuperNOVA2,70-140,,,flow3,4 5 8 13 0 0 4 7 13 0
Feelings Won't Fade (Extend Trance Mix),SySF.,DanceDanceRevolution SuperNOVA2,144,Tokimeki_Idol ,,felw,4 5 8 12 0 0 5 9 12 0
Silver Platform - I wanna get your heart -,U1 Reincarnates w/ Leah,DanceDanceRevolution SuperNOVA2,140,,,silv,4 5 7 11 0 0 4 8 11 0
Trim,kobo,DanceDanceRevolution SuperNOVA2,85-340,,,trim,5 6 10 16 0 0 6 10 15 0
Electrified,SySF.,DanceDanceRevolution SuperNOVA2,140,,,fied,3 4 6 10 0 0 5 6 11 0
Music In The Rhythm,nc ft. 触電,DanceDanceRevolution SuperNOVA2,155,,,mitr,4 7 8 11 0 0 5 9 12 0
Raspberry♡Heart (English version),jun feat. PAULA TERRY,DanceDanceRevolution SuperNOVA2,160,,,rasp,3 5 6 9 11 0 5 6 9 12
Bloody Tears (IIDX EDITION),DJ YOSHITAKA,DanceDanceRevolution SuperNOVA2,170,Popular_Songs ,,bloo,4 5 6 11 0 0 5 7 11 0
Freeway Shuffle,dj TAKA,DanceDanceRevolution SuperNOVA2,145,,,fway,3 4 8 10 12 0 5 7 9 12
Confession,trance star,DanceDanceRevolution (2013),150,,,conf,2 4 7 12 14 0 4 7 12 14
THE REASON,Black Rose Garden,DanceDanceRevolution (2013),85-98,,,trea,1 4 7 12 15 0 4 7 12 15
NGO,鍋嶋圭一,DanceDanceRevolution SuperNOVA2,68-274,,,ngoo,6 10 12 15 18 0 10 11 16 17
FIRE,泉 陸奥彦,DanceDanceRevolution SuperNOVA2,184,,,firr,4 5 8 11 0 0 4 8 12 0
Unreal,Black Rose Garden,DanceDanceRevolution SuperNOVA2,90-180,,,unre,4 8 12 15 0 0 8 12 14 0
STARS☆☆☆（Re-tuned by HΛL） - DDR EDITION -,ＴЁЯＲＡ,DanceDanceRevolution SuperNOVA2,145,,,stah,3 5 10 9 0 0 6 9 10 0
CaptivAte～誓い～,DJ YOSHITAKA feat.A/I,DanceDanceRevolution SuperNOVA2,160,,,vate,4 5 8 13 0 0 5 8 13 0
Venus,Tatsh+RayZY,DanceDanceRevolution SuperNOVA2,195,,,venu,3 4 7 11 13 0 4 6 10 13
Blind Justice ～Torn souls, Hurt Faiths ～,Zektbach,DanceDanceRevolution SuperNOVA2,137-165,,,blin,3 5 8 12 0 0 5 8 12 0
A thing called LOVE,D-crew 2 US,DanceDanceRevolution SuperNOVA2,160,,,athi,3 4 7 10 0 0 5 6 11 0
Arrabbiata,Reven-G改,DanceDanceRevolution SuperNOVA2,225,,,arra,5 11 13 15 0 0 12 14 16 0
TRIP MACHINE PhoeniX,DE-SIRE改,DanceDanceRevolution SuperNOVA2,160,,,trix,3 8 12 15 15 0 8 12 16 16
Vem brincar,Caldeira feat.Téka Penteriche,DanceDanceRevolution SuperNOVA2,135,,,vemb,2 5 7 11 0 0 5 7 11 0
dream of love,Kaori Nishina,DanceDanceRevolution SuperNOVA2,114,,,dofl,3 3 6 8 0 0 5 7 8 0
volcano,Yasuhiro Abe,DanceDanceRevolution SuperNOVA2,240,,,volc,4 5 8 13 0 0 5 8 13 0
Every Day, Every Night (NM STYLE),LEA DROP feat. Ant Johnston,DanceDanceRevolution SuperNOVA2,90,,,eday,3 4 6 9 0 0 4 7 10 0
Pluto,Black∞Hole,DanceDanceRevolution SuperNOVA2,50-220,,,plut,6 9 12 14 16 0 9 13 14 17
PARANOiA ～HADES～,αTYPE-300,DanceDanceRevolution SuperNOVA2,75-300,,,pard,7 11 15 16 18 0 12 15 17 18
switch,DAISUKE ASAKURA ex.TЁЯRA,DanceDanceRevolution SuperNOVA2,152,,,swit,3 4 7 10 0 0 5 7 10 0
stealth,DAISUKE ASAKURA,DanceDanceRevolution SuperNOVA2,160,,,alth,3 5 8 11 0 0 5 8 11 0
Trust -DanceDanceRevolution mix-,Tatsh feat. ヨーコ,DanceDanceRevolution SuperNOVA2,164,Popular_Songs ,,trus,3 5 8 10 0 0 4 8 11 0
Pluto Relinquish,2MB,DanceDanceRevolution SuperNOVA2,100-800,,,plur,5 12 14 17 18 0 12 14 18 18
L'amour et la liberté (Darwin & DJ Silver remix),NAOKI in the MERCURE,DanceDanceRevolution SuperNOVA2,70-140,,,lamd,3 4 7 11 0 0 4 7 12 0
Votum stellarum -forest #25 DDR RMX-,iconoclasm,DanceDanceRevolution SuperNOVA2,140,,,votu,1 4 9 12 0 0 4 7 12 0
Uranus,Tatsh SN 2 Style,DanceDanceRevolution SuperNOVA2,81-162,,,uran,3 6 9 11 13 0 6 9 11 13
MARS WAR 3,JET GIRL SPIN,DanceDanceRevolution SuperNOVA2,200,,,mars,3 4 8 11 0 0 4 10 13 0
Why not,Darwin,DanceDanceRevolution SuperNOVA2,175,,,whyn,4 6 9 11 0 0 6 7 11 0
Shades of Grey,Fracus,DanceDanceRevolution SuperNOVA2,170,,,shad,3 5 8 10 0 0 5 7 10 0
GIRIGILI門前雀羅,Cheki-ROWS,DanceDanceRevolution SuperNOVA2,148,,,gili,4 5 7 12 0 0 5 8 12 0
Poseidon,NAOKI underground,DanceDanceRevolution SuperNOVA2,75-300,,,pose,3 5 9 11 0 0 6 9 11 0
BRILLIANT 2U ("STREAM" Special),NAOKI,DanceDanceRevolution SuperNOVA2,150,,,bris,0 0 0 0 13 0 0 0 0 13
AM-3P ("CHAOS" Special),KTz,DanceDanceRevolution SuperNOVA2,130,,,amch,0 0 0 0 14 0 0 0 0 13
D2R ("FREEZE" Special),NAOKI,DanceDanceRevolution SuperNOVA2,160,,,dtwf,0 0 0 0 12 0 0 0 0 12
DYNAMITE RAVE ("AIR" Special),NAOKI,DanceDanceRevolution SuperNOVA2,150,,,dyns,0 0 0 0 8 0 0 0 0 9
B4U ("VOLTAGE" Special),NAOKI,DanceDanceRevolution SuperNOVA2,155,,,bfov,0 0 0 0 14 0 0 0 0 15
DEAD END ("GROOVE RADAR" Special),N & S,DanceDanceRevolution SuperNOVA2,95-380,,,deag,0 0 0 0 18 0 0 0 0 18
SUNKiSS♥DROP,jun with Alison,DanceDanceRevolution SuperNOVA2,185,,,sunk,3 5 8 12 12 0 4 7 11 12
Saturn,Mr.Saturn,DanceDanceRevolution SuperNOVA2,78-155,,,satu,3 7 9 13 0 0 5 9 13 0
木星～組曲『惑星』より,PLEIADES PRODUCTION,DanceDanceRevolution SuperNOVA2,73-145,? ,,jupi,3 4 8 11 0 0 5 9 12 0
AIN'T NO MOUNTAIN HIGH ENOUGH,SLOTH MUSIC PROJECT feat. MALAYA,DanceDanceRevolution SuperNOVA2,120,? ,,nomo,1 3 7 9 0 0 4 6 10 0
ANGELUS -アンジェラス-,島谷ひとみ,DanceDanceRevolution SuperNOVA2,131,Anime_Game ,,ange,3 4 7 12 0 0 4 7 12 0
Burn Baby Burn,SLOTH MUSIC PROJECT feat. ANDY L,DanceDanceRevolution SuperNOVA2,156,? ,,bbbu,3 5 8 12 0 0 5 8 12 0
COME CLEAN,NM featuring Susan Z,DanceDanceRevolution SuperNOVA2,108,? ,,comc,3 4 7 11 0 0 4 8 10 0
FAINT,PEGASUS,DanceDanceRevolution SuperNOVA2,135,? ,,fain,3 4 7 9 0 0 4 8 10 0
ME AGAINST THE MUSIC,HELEN,DanceDanceRevolution SuperNOVA2,130,Variety ,,meag,2 4 8 10 0 0 5 8 11 0
My Favorite Things,SLOTH MUSIC PROJECT feat. ALISON WADE,DanceDanceRevolution SuperNOVA2,130,? ,,favo,2 5 7 11 0 0 5 8 11 0
SUNRISE (JASON NEVINS REMIX),DURAN DURAN,DanceDanceRevolution SuperNOVA2,130,,,sunr,2 4 5 9 0 0 4 6 10 0
Two Months Off,TECHNO MASTERS,DanceDanceRevolution SuperNOVA2,140,,,twom,3 4 7 10 0 0 4 7 10 0
Unbelievable,EMF,DanceDanceRevolution SuperNOVA2,104,Variety ,,unbe,3 4 7 10 0 0 4 7 10 0
WAITING FOR TONIGHT,P.A.T,DanceDanceRevolution SuperNOVA2,125,,,wait,4 5 7 9 0 0 4 6 9 0
Baby's Tears (スカイガールズ・オープニングテーマ),小坂りゆ,DanceDanceRevolution SuperNOVA2,125-170,Popular_Songs ,,btea2,3 5 7 9 0 0 5 6 8 0
Malacca,nc ft NRG factory,DanceDanceRevolution X,140,,,mala,3 4 7 10 13 0 5 7 9 13
SUPER SAMURAI,jun,DanceDanceRevolution X,170,,,samu,4 8 12 15 0 0 8 12 16 0
will,NAOKI,DanceDanceRevolution X,145,,,will,1 4 7 11 0 0 5 7 11 0
Beautiful Inside (Cube::Hard Mix),NM feat. Alison Wade,DanceDanceRevolution X,110,,,bins,3 5 7 10 0 0 4 7 11 0
dazzle,kobo feat. kr:agué,DanceDanceRevolution X,98,,,dazz,2 4 8 10 0 0 4 8 10 0
Übertreffen,TAKA respect for J.S.B.,DanceDanceRevolution X,174,? ,,uber,3 6 8 13 0 0 5 8 14 0
The flower in your smile,TACOS NAOMI feat.小久保裕之,DanceDanceRevolution X,186,,,smil,3 6 7 10 0 0 5 7 10 0
puzzle,日本少年,DanceDanceRevolution X,135,Anime_Game ,,puzz,3 4 6 8 0 0 4 6 9 0
TimeHollow,Masanori Akita,DanceDanceRevolution X,94,,,timh,2 4 7 9 0 0 5 6 8 0
S・A・G・A,Veeton,DanceDanceRevolution X,200-244,,,saga,4 7 10 13 0 0 6 11 13 0
On The Break,Darwin,DanceDanceRevolution X,85-170,,,ontb,3 8 10 13 0 0 7 11 14 0
Tracers (4Beat Remix),Ruffage & Size ,DanceDanceRevolution X,140,,,trac,3 5 7 10 0 0 6 9 11 0
Waiting 4 u,DDT,DanceDanceRevolution X,175,,,waiu,4 6 8 11 11 0 6 8 12 12
Dream Machine,Darwin,DanceDanceRevolution X,140,,,drem,3 6 8 11 0 0 5 8 11 0
Flight of the Phoenix,Jena Rose,DanceDanceRevolution X,145,,,flig,2 5 7 9 7 0 4 6 9 7
Ticket to Bombay,Jena Rose,DanceDanceRevolution X,145,,,tick,3 5 7 10 0 0 5 7 9 0
Taj He Spitz,DKC Crew,DanceDanceRevolution X,107,,,tajh,2 4 7 10 0 0 5 7 11 0
SABER WING,TAG,DanceDanceRevolution X,74-222,,,sabe,5 8 10 13 13 0 8 12 13 13
LOVING YOU (Epidemik remix),TONI LEO,DanceDanceRevolution X,165,,,lovy,3 6 8 11 0 0 4 7 11 0
INTO YOUR HEART (Ruffage remix),NAOKI feat.YASMINE,DanceDanceRevolution X,135,,,iyhr,3 4 8 11 0 0 5 8 11 0
Lift You Up,wolli,DanceDanceRevolution X,123,,,lift,3 4 6 10 0 0 5 6 8 0
Flourish,sonic-coll. feat. frances maya,DanceDanceRevolution X,152,,,flou,3 5 8 10 0 0 6 8 10 0
Take A Chance,neuras feat. GATZ,DanceDanceRevolution X,88,,,taka,2 3 6 9 0 0 3 6 9 0
Playa (Original Mix),Hamel and St. Croix feat. Jules Mari,DanceDanceRevolution X,125,,,play,3 4 7 11 0 0 4 7 11 0
Dance Celebration,Bill Hamel feat. Kevens,DanceDanceRevolution X,130,,,dace,2 5 8 11 12 0 6 7 11 12
Slip Out,Harmony Machine,DanceDanceRevolution X,95,,,slip,1 3 7 9 0 0 5 6 9 0
Horatio,OR-IF-IS,DanceDanceRevolution X,165,,,hora,3 4 9 15 15 0 5 8 14 14
Party Lights,Tommie Sunshine,DanceDanceRevolution X,130,,,bene,2 4 6 11 0 0 5 6 10 0
Taj He Spitz (Tommie Sunshine's Brooklyn Fire Re-Touch),DKC Crew,DanceDanceRevolution X,120,,,tare,3 5 8 12 0 0 6 7 12 0
SABER WING (Akira Ishihara Headshot mix),TAG,DanceDanceRevolution X,79-316,,,sare,6 10 12 15 17 0 10 12 15 17
Slip Out (bounce in beat mix),Harmony Machine,DanceDanceRevolution X,106,,,slre,2 4 6 10 0 0 6 7 9 0
Dance Celebration (System 7 Remix),Bill Hamel feat. Kevens,DanceDanceRevolution X,132,,,dacr,3 6 9 13 0 0 7 8 13 0
30 Lives (Up-Up-Down-Dance Mix),The Motion Sick,DanceDanceRevolution X,144,,,thli,2 4 7 8 0 0 3 6 8 0
Till the lonely's gone,Z-licious,DanceDanceRevolution X,130,,,ttlg,3 4 8 9 0 0 5 8 9 0
Inspiration,DKC Crew,DanceDanceRevolution X,147,,,insp,3 5 7 8 0 0 4 6 9 0
on the bounce,neuras,DanceDanceRevolution X,150,,,onbo,3 7 11 14 16 0 6 9 14 15
Trigger,sonic-coll.,DanceDanceRevolution X,100-400,,,trig,5 9 12 16 18 0 7 12 16 18
Dance Floor,neuras feat. Yurai,DanceDanceRevolution X,120,,,danf,2 5 6 9 0 0 5 7 10 0
凛として咲く花の如く,紅色リトマス,DanceDanceRevolution X,163,Touhou ,,rint,3 6 8 10 0 0 5 7 11 0
零 - ZERO -,ＴЁЯＲＡ,DanceDanceRevolution X,90-180,,,zerr,3 5 8 11 0 0 6 8 13 0
Blue Rain,dj TAKA VS Ryu☆,DanceDanceRevolution X,144,,,blra,2 5 6 11 0 0 5 7 11 0
Chance and Dice,日本少年,DanceDanceRevolution X,150,,,chan,3 5 7 9 0 0 4 7 10 0
PARANOiA (X-Special),180,DanceDanceRevolution X,180,,,parx,0 0 0 0 13 0 0 0 0 14
TRIP MACHINE (X-Special),DE-SIRE,DanceDanceRevolution X,160,,,trxs,0 0 0 0 11 0 0 0 0 12
PARANOiA MAX～DIRTY MIX～ (X-Special),190,DanceDanceRevolution X,190,,,parx2,0 0 0 0 13 0 0 0 0 14
SP-TRIP MACHINE～JUNGLE MIX～ (X-Special),DE-SIRE,DanceDanceRevolution X,160,,,sptx,0 0 0 0 11 0 0 0 0 12
PARANOiA Rebirth (X-Special),190',DanceDanceRevolution X,190,,,rebx,0 0 0 0 14 0 0 0 0 14
AFRONOVA (X-Special),RE-VENGE,DanceDanceRevolution X,200,,,afrx,0 0 0 0 13 0 0 0 0 14
PARANOIA EVOLUTION (X-Special),200,DanceDanceRevolution X,200,,,pevx,0 0 0 0 14 0 0 0 0 15
TRIP MACHINE CLIMAX (X-Special),DE-SIRE,DanceDanceRevolution X,180,,,clix,0 0 0 0 14 0 0 0 0 14
PARANOiA ETERNAL (X-Special),STM 200,DanceDanceRevolution X,200,,,petx,0 0 0 0 13 0 0 0 0 13
Healing Vision (X-Special),DE-SIRE,DanceDanceRevolution X,49-196,,,feax,0 0 0 0 14 0 0 0 0 15
CANDY☆ (X-Special),Luv UNLIMITED,DanceDanceRevolution X,192,,,canx,0 0 0 0 12 0 0 0 0 13
MAX 300 (X-Special),Ω,DanceDanceRevolution X,300,,,xmax,0 0 0 0 17 0 0 0 0 18
MAXX UNLIMITED (X-Special),Z,DanceDanceRevolution X,140-320,,,unlx,0 0 0 0 18 0 0 0 0 18
革命 (X-Special),dj TAKA with NAOKI,DanceDanceRevolution X,83-148,,,kakx,0 0 0 0 14 0 0 0 0 14
The legend of MAX( X-Special),ZZ,DanceDanceRevolution X,83-333,,,legx,0 0 0 0 17 0 0 0 0 17
Dance Dance Revolution (X-Special),DDR ALL STARS,DanceDanceRevolution X,150,,,ddrx,0 0 0 0 13 0 0 0 0 13
A Geisha's Dream,NAOKI feat. SMiLE.dk,DanceDanceRevolution X,140,,,geis,2 6 9 11 0 0 7 9 11 0
DYNAMITE RAVE,NAOKI,DanceDanceRevolution X,150,,,dyna,1 6 10 13 12 0 6 7 11 12
Feel,Neuropa,DanceDanceRevolution X,140,,,feee,2 5 8 9 0 0 4 7 9 0
Ghetto Blasta Deluxe,Audio Magnetics,DanceDanceRevolution X,131,,,ghet,1 5 7 10 0 0 5 8 10 0
Make Me Cry,Junk Circuit,DanceDanceRevolution X,130,,,mcry,2 3 6 8 0 0 5 6 8 0
Put 'Em Up,Edun,DanceDanceRevolution X,130,? ,,pute,1 3 6 9 0 0 3 6 10 0
Swingin`,Bill Hamel & Naughty G.,DanceDanceRevolution X,105,,,swin,1 4 6 10 0 0 5 6 10 0
Always on My Mind,Pet Shop Boys,DanceDanceRevolution X,125,,,almy,1 4 5 8 0 0 3 5 9 0
Here It Goes Again,OK Go,DanceDanceRevolution X,145,How_To_Play ,,heit,2 5 8 10 0 0 6 7 10 0
Happy,Fischerspooner,DanceDanceRevolution X,138,,,happ,1 5 7 10 0 0 6 7 9 0
U Can't Touch This,MC Hammer,DanceDanceRevolution X,133,How_To_Play ,,ucan,2 3 6 10 0 0 3 6 10 0
Big Girls Don`t Cry,Purefocus,DanceDanceRevolution X,125,,,bigg,2 4 7 9 0 0 3 5 9 0
Butterfly (2008 X-edit),SMiLE.dk,DanceDanceRevolution X,135,,,butt2,2 4 8 11 4 0 5 7 11 5
